0  	001000000000000		+ LOAD DOT 0
1  	001100000010011		+ STORE DOT 19
2  	001000000010101		+ LOAD DOT 21
3  	001100000010010		+ STORE DOT 18
4  	100100000010101		+ SUB DOT 21
5  	100101000010100		+ SUB AT 20
6  	011000000001110		+ JZERO DOT 14
7  	001001000010011		+ LOAD AT 19
8  	100010000010010		+ ADD STAR 18
9  	001100000010011		+ STORE DOT 19
10 	001001000010010		+ LOAD AT 18
11 	100000000000001		+ ADD DOT 1
12 	001100000010010		+ STORE DOT 18
13 	010000000000100		+ JUMP DOT 4
14 	000100000000000		+ STOP DOT 0
15 	000000000000000		0
16 	000000000000000		0
17 	000000000000000		0
18 	000000000011001		25
19 	000000011001000		200
20 	000000000000100		4
21 	000000001100100		100
22 	000000000010100		20
23 	000000000011110		30
24 	000000000110010		50
25 	000000000000000		0
26 	000000000000000		0
27 	000000000000000		0
28 	000000000000000		0
29 	000000000000000		0
30 	000000000000000		0
31 	000000000000000		0
32 	000000000000000		0
33 	000000000000000		0
34 	000000000000000		0
35 	000000000000000		0
36 	000000000000000		0
37 	000000000000000		0
38 	000000000000000		0
39 	000000000000000		0
40 	000000000000000		0
41 	000000000000000		0
42 	000000000000000		0
43 	000000000000000		0
44 	000000000000000		0
45 	000000000000000		0
46 	000000000000000		0
47 	000000000000000		0
48 	000000000000000		0
49 	000000000000000		0
50 	000000000000000		0
51 	000000000000000		0
52 	000000000000000		0
53 	000000000000000		0
54 	000000000000000		0
55 	000000000000000		0
56 	000000000000000		0
57 	000000000000000		0
58 	000000000000000		0
59 	000000000000000		0
60 	000000000000000		0
61 	000000000000000		0
62 	000000000000000		0
63 	000000000000000		0
64 	000000000000000		0
65 	000000000000000		0
66 	000000000000000		0
67 	000000000000000		0
68 	000000000000000		0
69 	000000000000000		0
70 	000000000000000		0
71 	000000000000000		0
72 	000000000000000		0
73 	000000000000000		0
74 	000000000000000		0
75 	000000000000000		0
76 	000000000000000		0
77 	000000000000000		0
78 	000000000000000		0
79 	000000000000000		0
80 	000000000000000		0
81 	000000000000000		0
82 	000000000000000		0
83 	000000000000000		0
84 	000000000000000		0
85 	000000000000000		0
86 	000000000000000		0
87 	000000000000000		0
88 	000000000000000		0
89 	000000000000000		0
90 	000000000000000		0
91 	000000000000000		0
92 	000000000000000		0
93 	000000000000000		0
94 	000000000000000		0
95 	000000000000000		0
96 	000000000000000		0
97 	000000000000000		0
98 	000000000000000		0
99 	000000000000000		0
100	000000000000000		0
101	000000000000000		0
102	000000000000000		0
103	000000000000000		0
104	000000000000000		0
105	000000000000000		0
106	000000000000000		0
107	000000000000000		0
108	000000000000000		0
109	000000000000000		0
110	000000000000000		0
111	000000000000000		0
112	000000000000000		0
113	000000000000000		0
114	000000000000000		0
115	000000000000000		0
116	000000000000000		0
117	000000000000000		0
118	000000000000000		0
119	000000000000000		0
120	000000000000000		0
121	000000000000000		0
122	000000000000000		0
123	000000000000000		0
124	000000000000000		0
125	000000000000000		0
126	000000000000000		0
